day,negative,neutral,positive,total,positive_ratio,negative_ratio,neutral_ratio,date,price,prev_return,rolling_std
2020-12-14,2,9,4,15,0.2666666666666666,0.1333333333333333,0.6,2020-12-14,340.9007568359375,-0.0011726853506461854,0.004517525280473445
2020-12-15,1,12,2,15,0.1333333333333333,0.0666666666666666,0.8,2020-12-15,345.5094909667969,-0.004476925187001934,0.008431000780691884
2020-12-16,5,9,2,16,0.125,0.3125,0.5625,2020-12-16,346.05169677734375,0.01351928395124502,0.006894816493417952
2020-12-17,0,10,1,11,0.0909090909090909,0.0,0.9090909090909092,2020-12-17,347.9869079589844,0.001569293535264915,0.006941498177566289
2020-12-18,2,21,3,26,0.1153846153846153,0.0769230769230769,0.8076923076923077,2020-12-18,346.5973815917969,0.005592260346250377,0.0074611203705919164
2020-12-21,2,12,1,15,0.0666666666666666,0.1333333333333333,0.8,2020-12-21,345.35809326171875,-0.00399304208120177,0.007260342159249131
2020-12-22,0,5,1,6,0.1666666666666666,0.0,0.8333333333333334,2020-12-22,344.7760314941406,-0.003575584802131271,0.00401341809694225
2020-12-23,2,4,1,7,0.1428571428571428,0.2857142857142857,0.5714285714285714,2020-12-23,345.0859375,-0.0016853862090818739,0.003940949551387444
2020-12-24,1,7,2,10,0.2,0.1,0.7,2020-12-24,346.4283752441406,0.0008988618046223973,0.0032986261296552447
2020-12-28,1,3,1,5,0.2,0.2,0.6,2020-12-28,349.4044494628906,0.0038901548810306164,0.004800635186989359
2020-12-29,1,15,2,18,0.1111111111111111,0.0555555555555555,0.8333333333333334,2020-12-29,348.73785400390625,0.008590734568589165,0.00438938694234578
2020-12-30,3,17,2,22,0.0909090909090909,0.1363636363636363,0.7727272727272727,2020-12-30,349.2354736328125,-0.0019078047231770867,0.003941498926468426
2021-01-04,1,5,0,6,0.0,0.1666666666666666,0.8333333333333334,2021-01-04,346.2312316894531,0.005080590729540813,0.008523315876855491
2021-01-05,1,13,2,16,0.125,0.0625,0.8125,2021-01-05,348.6158447265625,-0.01361376379132162,0.008114087640730638
2021-01-06,2,20,1,23,0.0434782608695652,0.0869565217391304,0.8695652173913043,2021-01-06,350.7000427246094,0.0068873423852422455,0.008510675474150372
2025-01-21,0,12,1,13,0.0769230769230769,0.0,0.9230769230769232,2025-01-21,599.4691162109375,0.01485754244853621,0.30464235239763676
2025-01-22,1,10,2,13,0.1538461538461538,0.0769230769230769,0.7692307692307693,2025-01-22,602.8389892578125,0.6843250636785767,0.3023352065987904
2025-01-23,0,0,1,1,1.0,0.0,0.0,2025-01-23,606.12939453125,0.005621428953963337,0.30249732326962336
2025-01-24,0,3,3,6,0.5,0.0,0.5,2025-01-24,604.35986328125,0.00545818258618036,0.30353116839068867
2025-01-27,0,2,0,2,0.0,0.0,1.0,2025-01-27,595.8109741210938,-0.0029193952082928742,0.30681500546662005
2025-01-28,0,3,4,7,0.5714285714285714,0.0,0.4285714285714285,2025-01-28,600.930419921875,-0.01414536219156215,0.009253055336952802
2025-01-29,2,0,1,3,0.3333333333333333,0.6666666666666666,0.0,2025-01-29,598.2365112304688,0.008592399306396103,0.008959497256482282
2025-01-30,1,3,3,7,0.4285714285714285,0.1428571428571428,0.4285714285714285,2025-01-30,601.447265625,-0.004482896192468444,0.008941876629241565
2025-01-31,2,4,3,9,0.3333333333333333,0.2222222222222222,0.4444444444444444,2025-01-31,598.2463989257812,0.005367031824800028,0.009099202580460113
2025-02-03,0,5,5,10,0.5,0.0,0.5,2025-02-03,594.220458984375,-0.005321940728905905,0.006982384223532328
2025-02-04,0,1,1,2,0.5,0.0,0.5,2025-02-04,598.2066650390625,-0.0067295681990485745,0.006394061191449679
2025-02-05,0,5,5,10,0.5,0.0,0.5,2025-02-05,600.6321411132812,0.006708294866690778,0.0063350086338839024
2025-02-06,0,3,10,13,0.7692307692307693,0.0,0.2307692307692307,2025-02-06,602.7197265625,0.004054578820281707,0.006045132136561311
2025-02-07,1,6,4,11,0.3636363636363636,0.0909090909090909,0.5454545454545454,2025-02-07,597.2026977539062,0.0034756472494952284,0.007107297059919666
2025-02-10,0,6,3,9,0.3333333333333333,0.0,0.6666666666666666,2025-02-10,601.2584228515625,-0.009153556065037205,0.006618540482904131
2025-02-11,2,8,4,14,0.2857142857142857,0.1428571428571428,0.5714285714285714,2025-02-11,601.7156982421875,0.006791203577796834,0.006163947183043574
2025-02-12,0,4,3,7,0.4285714285714285,0.0,0.5714285714285714,2025-02-12,599.7772827148438,0.000760530536031867,0.006176189525841498
2025-02-13,0,7,3,10,0.3,0.0,0.7,2025-02-13,606.1094970703125,-0.003221480730860926,0.007838224343508914
